,text,Labels
1565,"नमस्कार सर
विनम्रता के साथ बता रहे हैं शायद
आपको खुद ही counseling की बेहद जरूरत हैं सर...
LGBTI के पढे लिखे कार्यकर्ताओ से जरूर मिलीये
 वो लोग भले हम लोगो से अलग हैं 
मगर मानसिक बिमार नही हैं।
आप शूरूआत में माफी माँगने के बाद
फिर आगे बार बार वही गलती करते गये।

मनुष्य के विकास में हजारो सालो से परिवर्तन आ गया हैं आता रहेगा।
जो चिजे विशिष्ट खंड, देश ,नस्ल,धर्म
संस्कृती अनुसार Right /Wrong 
natural/abnormal या taboo/pure मानी जाती थी, वो वो चिजे  विज्ञान के कसोटी पर गलत पायी  गयी।
मतलब विज्ञान कठोर चिकित्सक होने के कारण खुद परिवर्तनीय हैं ,बडे बडे खोजकर्ता एवं उच्च hypothesis रखने वाले भी कलांतर बाद गलत साबीत हुए।
""बा बा वाक्यं प्रमाणं"" यहा नही चलता

इसलीये आप जैसे शिक्षक 
अगर LGBTI समुदाय वालो को खुल्लम खुल्ला मानसिक बिमारी या गडबड से जोड रहे हैं
तो फिर गलत हैं।",Hope
3042, @Sheikh Salman  tm ky ho,Not-Hope
2699,If this kinda sexual knowledge you're taking then plz we don't want!,Not-Hope
1914,sir shayad app pansexual bhul gye... 😅,Not-Hope
65,Thankyou di hamare bare me bolne ke liye me bhi body se kadka hu but meri jo aatma hai vo ladki ki hai or god ne chaha to me bhi kisi din aik ladki banke singer banungi thank you di god bless you,Hope
2376,Jharkhanda sarkar ne kuchh tosocha  in logon ke liye sir bhut achchha btaye hai,Not-Hope
890, @Ashutosh Yadav  bs bhai,Not-Hope
3035, @BECOME A HOT  your age?,Not-Hope
2527,I think sir apnye jo transgender ka defenation deya wo gltt hai Wikipedia to Kuch or hi btaa raha,Not-Hope
1995,Bus ek aise teacher ki zarurat hai life me.❤️,Not-Hope
1412,Dikhne mein larki par aandar se larka. Kaam ki cheeze hai guru,Not-Hope
230,Ghorrr kalyug😜😜😜,Not-Hope
503, @Nisha Pareek  nhi vo boby nhi h,Not-Hope
2023,ससुरा अब समझ आया मोदी ने जशोदा बेन को क्यों छोड़ दिया था,Not-Hope
1566,"Sir hamko aapse hi pyar ho gaya hai 
Number dijyega",Not-Hope
2225,"Shemale ke bare me batay sir
Aur transgender me male female hota hai ki nai",Not-Hope
2003, @PRAKASH raj  Or haan agr muslim h toh kya hua..,Not-Hope
1004,thanks sir sari confusion door kardi aapne,Not-Hope
836,"Ap upsc hi padhao 
Homosexuality ke bareme apko kuch nehi pata 😞",Not-Hope
2706,Sir hijda wala meter samajh nahi aaya,Not-Hope
374, @Tarot Oracle  m ne hijda community k liye to bola hi nhi m ne to gay nd lrsbians aur transgenders k liye kha thk h feelings jo bhi ho opreate krwana q h ek taraf to bolte h k jaise ho waise eccept kro khudko aur dusri taraf opration bhi krwana h wah re wah. By d way inme se koi ek bhi gareeb nhi tha.,Hope
2394,आपके सीधे सादे भाषा से मुझे बेहद प्यार है। यूँ ही कामयाबी आपकी कदम चूमती रहे सर।,Not-Hope
2573,Government ko kanoon banakar Sara huq Gen Jaisa transgender ko bhi milna chahiye,Not-Hope
2373,Inter sex wale bache peda kar sakte h ya nahin❓️❓️,Not-Hope
939,Kya sar yah plant me paya jata hai,Not-Hope
1321,Great logo ki khasiyat... Yah ki wo logo ke samne bilkul normally pesh aate hai... Bilkul khan sir jaise.... Great sir...,Not-Hope
2218,Sonch to badli bhi ja sakti hai,Hope
751,One question vulva ko protect krne wale skins folds and muscles jo usko contract krne me help krti hai how can be they created,Not-Hope
99,Ye me kya dekh raha hu .,Not-Hope
2951,What if we don't have any feeling for any gender 😂,Not-Hope
866,Kya samjhaya hai Bhai. Sahi hai,Not-Hope
910,आज पहली बार अच्छे से समझ में आया है।,Not-Hope
1953,"1. Ye koi mental problem nhi h. Ye ek normal attraction hain jo teenage(kishor awastha) se hi hota h. 
2. Ye koi nayi cheez nhi h ye sadiyon se hai par sadiyon se dabate rahe hain log is baat ko aur ab khul kar samne ane lage hain.
3. Bachhe heterosexuals nhi paida kar pate kai baar.
4. In sabke alwa sexuality fluidity bhi hoti hai jo majority sabhi k andar hai jiski wajah se hi log gay straight ya bisexual hote hain. Sexual fluidity matlab na puri taraf se heterosexual aur na puri taraf se homosexual. Chance aur mahol ki baat hai aur kabhi kabhi koi physical appearance k karan attraction ho jata hai irrespective of gender.
5. Sexual fluidity ki tarah hi innate bisexuality ka bhi concept hai. Jaise jydatar janwaron(animals) aur pakshiyon (birds) me bhi dekha gaya hai ki vo bhi same sex karte hain. To mammals me by birth innate bisexuality hoti hai jiski wajah se hi vo same sex kar pate hain, yehi karan hai kisi kisi me ye attraction paida ho jata h.
6. LGBTQ population sirf bharat me hi 5% hai aur ye bhi vo hain jo khulke samne aye hain. Baki puri milayein to 10% k karib milenge, kyunki lgbt dating app pe bhi bahut log hain jo khud ko bahar heterosexual batate hain par fir bhi vo dating app use karte hain.",Hope
529,"Vasna खूप भरली आहे आपल्या लोकांमधे 😥🙏त्यांना पण पर्याय नाही आहे, sex करूनच ते लोक पैसे कमाई करू शकतात, government  ne 2% कोटा transgender साठी ठेवला पाहिजे 🙏",Not-Hope
1260,Sir . Female+Female= Boy. Huaa hai ?,Not-Hope
2828,Sir u are genius..............,Not-Hope
636,Naya maal tu dekho zara. Mtlab seriously is it even worth calling a maal.,Not-Hope
1269,"Guru ji aap lgbt ka gyan na de to hi behtar hoga qki apsirf 35 persent hi gyan de paa rahe hai pahle aap ache se samjh lo khud , ye koi bhi mentality problem nahi hai aur na hi ye attraction and feeling ab aya hai jabse insan dharti pe paida hua hai tabse hai ye prakriti ne diya hai",Hope
185,Last wali par to mere ko bhi laga is she was once male.But still ye sab dokha hai.,Not-Hope
2095,"Sari problems. Solve ho gayi ki lasbsin , gay, bi.sexual ,ect . Me kya Antar hai 
Thanks sir . Love you sir",Not-Hope
1623,AGAR YE BAATE HUM GHAR MEIN MOM DAD YA TEACHER SE PUCHE TO JUTE HE PAD SAKTE HAI HAME,Not-Hope
931,Kon si application h,Not-Hope
3030,Thora pic rehne se last dono aur thoda clear ho jata,Not-Hope
2456, @Rockstar MEMES  Hame fark nahi padta 🤣. U waste ur time in proving something wrong which actually isn't.,Not-Hope
1614,Jo me 1 sal tak nahi samajh paya vo aapne 10 minat me samjha diya,Not-Hope
2852," @psychiatrist  jo jesa bhi hota h ,,, vo god gifted hota h,,,, anyone can't judge them",Not-Hope
1273,Tumhaara video nahi dakhta hu....,Not-Hope
2215,Sir Bi- sexual m female pregnent ho skti hai ???,Not-Hope
607,Bhai yeh toh aur waahiyat logic hai. Socially acceptable prostitution jaisa sound kar raha yeh.,Not-Hope
1558,सर सोरायसिस के बारे में बताएं,Not-Hope
151,क्या टाइम आ गेला है,Not-Hope
2409,Inter sex kaise hota hai,Not-Hope
2295,Sir keya inter sex wale bhi sex kr sakte hai,Not-Hope
731,sorry to say... Main Gaon main 2 saal rahi hu Kothey par bhi jaa sakti hu. Gau ke log wahan ke logoo se jyada khatarnak hotey hai kya?,Not-Hope
1551,Thanks 😊 sir itne achhe se samjhane ke liye.🙏,Not-Hope
1847, @Stealth Ragnarr  dude mein ek teacher hoon..judgemental mat bann..koi kpop fan hote hi teenager nahin hota hai..koi acha dekhnae se gay nahin hota hai..aur agar hai bhi toh tera kya jata hain..for all the above people THIS is the toxic mentality I was talking about..THESE TWO ARE YOUR LIVING EXAMPLE 🙏,Not-Hope
2915, @Niki Gaming  I had done everything at that time. I told i was kidding🙃,Not-Hope
23,Inse me mila tha lalit me humra hi LGBTQ ka kuch program tha ...vha jo inhone gaana gya tha ....pyar ho gya tb se inse she is so beautiful inse bat kr k bht acha lga or photo inke sath li hai ab thk bhi bht achi memories hai...RANI KOHINAR 😍 LOVE FROM ALL LGBTQ+,Hope
2886,Gajab hai upar wala kuchh bhi bana deta hai 😆😆😆😆,Not-Hope
158,AJKL LADKO K SAATH DHOKA HO RHA H PHIR..,Hope
861,"Homosexual अभी नए नहीं आए हैं, ये कई साल पहले से थे, अब तक इसीलिए छुपे थे क्योंकि इससे पहले इनको श्राप की तरह देखा जाता था। वात्स्यान द्वारा लिखी गई कामासूत्र पुस्तक में almost 70 तरह के gender का वर्णन है।",Not-Hope
2554,"Khan sir, Kya Homo-Sexual sex enjoy karte hai ?",Not-Hope
902,Bachpan se he. Sexual orientation is even before birth.,Not-Hope
2362,"Thanks for making this video sir❤️
Ye sab knowledge koi share hi nehi karta, apne hum logo ye knowledge dia is lie bohot sara dhanyebad. Ab hum vi kisi ko ye knowledge share karenge taki sabko pata chala ye sab logo ka mazak urana band kare unhe vi respect mile❤️🙏🙏
Thank you sir❤️❤️",Not-Hope
1230, @अनुराग चौधरी  thappad nahi marna chahiye tha usne,Not-Hope
2414,Ye vi jougde ban sakte h,Not-Hope
444, @Gajab Khabre | गज़ब खबरे  aapki awaz pyari hai.,Not-Hope
3134,I don't understand last 2,Not-Hope
754,Kya video hai yaar...it's amazing,Hope
923,"Khan sir sa va umid ni thi mansik bimari, un normally LGBTQ vala log hota ha 😔",Hope
3170,कोई भी difficult चिज को easily समझा दे उसे खान सर कहते हैं,Not-Hope
3133,Me gay,Not-Hope
311, @Aryan Kashyap  ekdm sahi bro,Not-Hope
1375,किन्नर को दाडी मुच होती है क्या,Not-Hope
548, @vijeta shaarmaa  right bola apne ...per mix bola hai so sab samj aata hai 😂,Not-Hope
3140,Sir Intersex ki appearance kesi hoti hai?,Not-Hope
1681,Kaun do kaudi?,Not-Hope
306,Ayesa kuch bhi nhi h,Not-Hope
287,Arrre... Bhai yeh kya... Tu toh sab ke andar ka baat bol diya....,Not-Hope
694,"ggaon me 2 sal rahkar aaye ho to khote me bhi jaa sakte ho....kya gaon kotha ka dusra roop hai....bewkuf female ....shame on you...
but you have done great work for hopeless women ....",Not-Hope
308,Pyese kmao fir surjery kra lo doctor se ok,Hope
2482,Sir hijra kaisi hota hai or unka parsonal peas kaisa hota hai,Not-Hope
2031,उलटा सीधा नासमझाये,Not-Hope
749,Ye krna chahia sirf aesa logo ko jisko medical staff consider kre ke ye female hei to eske male parts ko nikalna chahia... It's just for intersex people,Not-Hope
2208,Bht bdiya khan sir ❤️,Not-Hope
2934,Stud launde 😀😀😀,Not-Hope
1748,Sir Hitler kii bara ma plz video banaa,Not-Hope
2739,Sir ap sbse alg ho ao koi bhi chij smghate ho to vo sabse alg smghate ho,Not-Hope
908,"Khan Sar, aapka बहुत-बहुत Shukriya, aapane Itni acchi Tarah Se Samjha Diya, itne Salon se Ham Aaj Tak bhi detail Iske bare mein samajh Nahin Paye, Jo aapane Ek video  Mein Sab Kuchh  Samjha Diya,  iske liye Aapka Dil Se thanks, Sar lekin mujhe video mein ek Kami dikhi, agar aap ine Sare group ki gender animation clip ya inke guptango ki clip animation dwara dikhate, ya Chauk se bord par, figure banate To Hamen detail Mein, pura sab Kuchh samajh me Aata Sar, aapka बहुत-बहुत.  Dhanyvad.",Not-Hope
86,yaar opertion krwa ke koi bhale hi larki kyu na ban jae magar sawal ye hai ki kya wo ek real women hai kyuki bus dikh waise sakhte ho kapre waise pehen sakte ho makeup bhi magar periods baccho ko janam dena ye possible hi nhi hai,Not-Hope
2847,🤔,Not-Hope
1487,Tum Kaya ho,Not-Hope
2665,Sahi kaha aapne ye duniya bahut karab hai,Not-Hope
970,"ha aap shi hai, but reaserch papers ne btaya hai ki ham monogamist (ek sathi) nhi hai
ham any jivo se alag nahin hain yadi aap ise is tarah se deke ki  pyar sirph ek samajik nirman hai, ek vyakti jo lgatar aapke aas-pas ho usse lgav ho jata hai
jo kisi bhi vyakti ke lie kabhi bhi bdal skta hai..hme jivan  me1 se adhik logo se  pyaar ho jata hai, ryt?...aapko kya lgta hai?",Not-Hope
13,Ye vdo na sirf man or woman ki soch ko bdlegi blki i want hijra communtiy bhi dekhe...hmri city mai..atleast i am not that type to disrespect them...i want to talk to them..but i am scared if she will not like this....hijra community hmri city m aage aana ni chahti....they have to fight for their rights..nd we have to support them,Hope
873,Sir Agar koi ladka ladkiyo jaisi harkten karta hai to use tomgirl kahege,Not-Hope
808,Bahut acchha samjaya hai aapne dhanyawad.,Not-Hope
2753,Nice,Not-Hope
514, @Meow world  thank God aap samjhe par yahan par kuch gadhe log bhi hai jo ALLAH ke name par idiotic thing kar rahe hai,Not-Hope
2578,Those who disliked this video are homosexual.,Not-Hope
409, @Savage Diva  wese ghar kaha hai apka,Not-Hope
3122,Thanks sir,Not-Hope
1337,Inter sex wale log vagina se uninate krte hai ya penis se ?,Not-Hope
2420,😂😂last Wale tomboy ne hsa hi diya,Not-Hope
1956,Kisise relation na hone wale kya hai?☺️☺️,Not-Hope
1419,Kya pachimi  sabyehta Hamare  se jyada  achhi  jyada  vicshit koi any reson6,Not-Hope
1557,aisa q Peida.korte hai uparwsla😢😭😭😭 mai bohut pereshan.hon,Hope
1641,Sir lesbian ya gay ki mentality kabhi change ho sakti h ya nhi  aisa possible h,Hope
382, @Karan Kumar   ye sab Ko hota hai  Amir ho ya garib  i,Not-Hope
3090,Kis nam se milega,Not-Hope
2342,aur uska kya Jo gey nahi hai phirbhi log use ge samajhte hai,Not-Hope
1833,kuch b bolne lg jate ho ....baad mei jo sir ne bola ki koi bura mt manna woh ni suna tumhe,Not-Hope
1538,Aisa nhi hota ye Kudrati hoti ky ap kisi dawai hospital yoga se apni bhok pyaas band krste ye bimari nhi kudrati hy,Hope
1911,Sir is trh ki knowledge ki jarurat h qki aur koi nhi kr rha ye,Not-Hope
2093,"अपने घर की बालकनी, आंगन या छत में आप पक्षियों के लिए पानी रख सकते हैं। प्लास्टिक या स्टील के बर्तन में पानी न रखें। धूप में इन बर्तनों का पानी बहुत गर्म हो जाता है। मिट्टी के बर्तन में पानी रखना सबसे अच्छा होता",Not-Hope
2257,Lesbian se phir normal female main phirne ki upai keya hai?,Not-Hope
1393,Pan sexual kya hota h?,Not-Hope
552,"hatt yaarrr 
unlogo ko us kaid se azaad karwao 
baad me padhana",Not-Hope
